,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
30785,1.2376515392627676e+18,243.099834470698,52.5377042536236,23.80883,22.24671,21.52028,20.86866,20.36786,1412,301,4,377,8.516364733871577e+18,GALAXY,0.2480322,7564,56804,210
18333,1.237665530635944e+18,208.420335742869,24.5705697412616,17.83614,17.1609,16.9475,16.59703,16.591,4670,301,1,77,2.381283584959867e+18,GALAXY,0.062669,2115,53535,19
38568,1.2376529431672911e+18,341.071572678916,13.6265978501852,17.91748,16.6359,16.62485,16.68287,16.70246,1739,301,3,180,3.5219645223131955e+18,STAR,-0.0002381862,3128,54776,544
51276,1.2376677823145582e+18,225.234065608968,17.1502212662483,23.04711,21.96001,20.29717,19.44753,18.97615,5194,301,3,718,6.168848296599378e+18,GALAXY,0.4420508,5479,56016,155
42158,1.2376709600146227e+18,40.3505581998335,28.1882702910459,20.09728,18.30512,17.45894,17.07158,16.8349,5934,301,2,125,3.555761311029764e+18,STAR,-0.0002815468,3158,54794,616
68491,1.2376655660683756e+18,210.211399902241,22.7524676846796,25.2331,20.73221,18.96695,18.33363,17.92294,4678,301,3,61,6.759953170234104e+18,GALAXY,0.3690415,6004,56066,182
86525,1.2376786195772874e+18,27.4242917301584,2.85139609631873,23.16022,22.80561,22.43197,21.48784,20.83918,7717,301,5,512,1.0616121902924847e+19,GALAXY,0.8534588,9429,58132,42
95472,1.237680272575825e+18,339.410032225521,20.7670277642721,23.01005,22.62994,21.66329,20.64643,19.93637,8102,301,4,100,8.540001766443605e+18,GALAXY,0.6211985,7585,57190,185
51792,1.237662337872168e+18,253.239607129587,23.2063749809492,23.98936,21.35198,21.08111,20.94552,21.23439,3926,301,6,192,4.707444505615555e+18,STAR,-0.0006875656,4181,55685,207
2017,1.237661951347393e+18,229.442880495609,10.1385359230225,22.62126,21.80522,21.65891,21.57609,21.30372,3836,301,6,532,6.18014660277229e+18,QSO,2.465779,5489,55990,298
24908,1.2376650254494597e+18,205.781493839968,33.4914886494333,18.52166,17.57742,17.24636,17.12307,17.10268,4552,301,4,215,1.1549737847952267e+19,STAR,0.0002153057,10258,58492,933
47220,1.2376785980751872e+18,325.041497957104,2.62246625081028,18.79424,17.83169,17.45637,17.30957,17.27032,7712,301,5,96,4.5970859696862234e+18,STAR,-0.0004892812,4083,55441,133
12177,1.2376621945209487e+18,168.035865891449,41.1162352846953,22.06511,21.59959,21.4388,21.48139,21.17972,3893,301,3,90,9.420506075139168e+18,QSO,2.670588,8367,57429,369
86395,1.2376613575355924e+18,156.614490164299,43.83365865972,18.97997,17.39275,16.5874,16.18032,15.90929,3698,301,4,35,1.5291400741244375e+18,GALAXY,0.08506221,1358,52994,611
52704,1.2376623378617472e+18,231.492673461926,38.0175469932065,21.57391,21.1104,20.82766,20.49759,20.41677,3926,301,6,33,1.20934713573814e+19,QSO,0.5033742,10741,58230,656
42471,1.237667734524658e+18,223.068837764669,17.4624361795644,23.77772,21.95374,20.40746,19.4965,19.00152,5183,301,2,590,6.163421932173941e+18,GALAXY,0.4985922,5474,56036,894
62455,1.2376582050617103e+18,227.630096821339,41.5475120759559,24.85501,23.58424,21.7036,20.61153,19.95516,2964,301,4,525,1.3115811842181323e+19,GALAXY,0.6487353,11649,58514,741
80084,1.237663307453105e+18,359.53746099224,33.2519402104222,21.42546,21.34561,21.31317,21.16642,21.13607,4152,301,4,71,8.72710347606749e+18,QSO,1.996429,7751,58081,921
63436,1.2376682944470065e+18,169.677703874107,19.8328301339852,25.96606,22.22511,20.67459,19.52496,19.21968,5313,301,5,71,6.618218699156642e+18,GALAXY,0.6034482,5878,56033,651
12873,1.2376675390812326e+18,150.078086010478,21.9640646359038,18.57321,16.7715,15.90663,15.49698,15.19433,5137,301,6,248,2.660656024385513e+18,GALAXY,0.07401462,2363,53763,562
264,1.2376529447862275e+18,0.72423584494851,16.1766593844192,19.54506,18.97217,18.72278,18.64299,18.69172,1739,301,6,307,8.456404780020142e+17,STAR,0.0003305929,751,52251,326
67959,1.2376619717256806e+18,192.455351474892,7.62711493976545,19.9099,18.92833,18.78102,18.71164,18.7047,3841,301,4,184,6.094591953512716e+18,STAR,0.0005096075,5413,55976,348
64450,1.237660764836594e+18,127.5907109618,28.3654236926147,23.50859,22.35239,20.40556,19.52019,18.9422,3560,301,4,134,5.016129643885124e+18,GALAXY,0.4944079,4455,55539,893
19854,1.237657629519577e+18,151.279652676287,47.3545951195621,19.81124,18.10918,17.03713,16.56169,16.22796,2830,301,4,273,9.819153250145011e+17,GALAXY,0.1641816,872,52339,475
56227,1.2376593249454659e+18,220.383809953669,54.2033525559196,21.64515,20.98565,20.76657,20.68678,20.52269,3225,301,2,83,9.456484576446929e+18,STAR,-0.0005703279,8399,57843,186
75770,1.2376503715472348e+18,160.751331285321,-1.60487561104564,22.4813,20.91414,20.5658,20.31947,20.16383,1140,301,5,52,4.246024278171212e+18,STAR,3.066525e-05,3771,55544,930
46167,1.2376515397767007e+18,138.509047107342,60.0189888455431,22.55931,21.73271,20.51135,19.77017,19.78641,1412,301,5,27,6.431305580271655e+18,GALAXY,0.4169737,5712,56602,601
56189,1.237656494024229e+18,323.532120326519,10.1464563308331,19.03031,17.69386,17.0814,16.80817,16.64642,2566,301,1,69,2.206768820394237e+18,STAR,-0.001495142,1960,53289,18
43111,1.2376517373818964e+18,212.732468261993,2.85234981618117,17.45874,16.32673,15.84305,15.60513,15.44087,1458,301,5,587,6.001959432660193e+17,GALAXY,0.02579214,533,51994,332
65571,1.2376788896017948e+18,42.1556619313929,-1.94436265641215,22.40356,22.30065,21.19939,20.07648,19.21305,7780,301,4,183,8.811560243438049e+18,GALAXY,0.7877714,7826,56931,973
6477,1.2376803139122632e+18,20.8590379621781,30.4755309371223,20.94601,19.84528,19.57801,19.48193,19.51897,8112,301,1,60,2.3204932392803635e+18,STAR,-0.0001338454,2061,53711,49
90148,1.237661849862799e+18,197.62875790275,43.4403007196821,19.56891,19.56561,19.63013,19.30202,19.36142,3813,301,1,288,9.431751611129289e+18,QSO,1.795879,8377,57783,320
20123,1.2376582061273254e+18,203.482063283609,49.6683274814272,21.95196,21.82577,21.65993,21.72295,21.11213,2964,301,6,401,8.370181645375133e+18,QSO,2.121081,7434,57166,879
74784,1.237665442594095e+18,206.847485877448,28.7914386197042,18.15726,15.79327,14.80224,14.46867,14.29503,4649,301,5,153,3.269752219553e+18,STAR,-7.746358e-05,2904,54574,505
26554,1.2376503710121992e+18,164.833209817973,-1.97830307625474,24.39472,21.70294,20.47301,19.37937,18.79424,1140,301,4,80,4.263870726631873e+18,QSO,1.325696,3787,55565,319
48672,1.2376654415132104e+18,188.102734527856,29.6438987155967,24.94805,21.85035,20.15435,19.04414,18.47762,4649,301,3,44,7.289108264352242e+18,GALAXY,0.5653936,6474,56362,117
80900,1.237679255200924e+18,17.464348123101,-4.08312487435134,24.45333,20.55124,18.80086,18.15339,17.77337,7865,301,5,31,7.931093591321236e+18,GALAXY,0.3855904,7044,56591,926
62354,1.2376582216758735e+18,92.6991684340991,-0.195223717317754,25.08674,20.69235,19.08284,17.88619,17.19952,2968,301,3,85,1.406270774230149e+18,STAR,0.0002073121,1249,54484,79
6751,1.237665232669049e+18,243.497603024253,21.1671421657949,25.25093,21.71871,20.30025,19.66565,19.33241,4600,301,6,23,2.0863673539976497e+18,QSO,0.5332989,1853,53566,272
39691,1.2376632339159452e+18,0.393214493971641,27.593275639992,22.38218,19.78546,17.95198,17.31614,16.8703,4135,301,3,287,7.330743749025488e+18,GALAXY,0.3161696,6511,56540,34
69961,1.237661362374443e+18,210.906639003216,44.9742851440921,20.01589,19.16359,18.88195,18.79973,18.84802,3699,301,5,142,6.817463401406814e+18,STAR,-0.0001412943,6055,56102,507
18555,1.2376613623789652e+18,223.903214816061,40.9550340412319,22.01129,21.42978,21.33104,21.4527,21.00415,3699,301,5,211,6.815118967553939e+18,QSO,2.193366,6053,56091,170
592,1.2376785980937997e+18,7.52618875255325,3.26442958918242,21.42885,21.02341,20.52487,20.59163,20.52107,7712,301,5,380,9.84827354735682e+18,QSO,1.055445,8747,57401,98
17750,1.237678595950117e+18,16.2461763140005,1.56816809183814,22.6533,21.20424,20.96748,21.02632,20.90929,7712,301,1,438,4.853822210740345e+18,STAR,-0.0005651284,4311,55506,246
39607,1.2376709648566195e+18,158.702379429922,17.7300557476171,22.47423,21.62938,20.26163,19.49484,19.25709,5935,301,3,280,6.625998843485116e+18,GALAXY,0.5020167,5885,56036,283
2055,1.23766378848741e+18,111.42280273332,42.5354400314703,20.5957,19.26912,18.94689,18.84413,18.72136,4264,301,4,40,4.1164990545566326e+18,STAR,-2.422935e-05,3656,55241,760
2766,1.2376663386537987e+18,20.5326899181575,-0.562863820253885,19.83119,18.47024,17.62063,17.21291,16.90123,4858,301,2,491,4.4930776059349606e+17,GALAXY,0.1761107,399,51817,268
86799,1.2376660895205955e+18,20.0753959697207,27.9034504718401,24.94345,20.43109,18.75982,18.16471,17.82311,4800,301,2,108,7.050454591025207e+18,GALAXY,0.3237827,6262,56267,252
85480,1.2376788595517683e+18,14.9398776567111,12.5565491676557,24.63466,22.15938,20.187,19.31947,22.8269,7773,301,4,408,6.424635110772201e+18,GALAXY,0.2316921,5706,56165,910
85939,1.2376637831360678e+18,28.3323470184759,-0.809214838578655,21.47359,21.21271,21.2648,20.99961,20.95702,4263,301,2,305,8.831818471157553e+18,QSO,1.903008,7844,56982,944
8125,1.237670965381694e+18,131.336356059849,12.1906522532699,24.19438,22.69177,21.24736,20.26007,19.78474,5935,301,4,100,5.953849790370699e+18,GALAXY,0.4901473,5288,55865,331
57470,1.2376503715493975e+18,165.711842993731,-1.72967622202854,24.34628,22.28501,21.08007,19.83681,19.37184,1140,301,5,85,4.264028231672552e+18,GALAXY,0.6003156,3787,55565,892
15745,1.2376613607680904e+18,222.435411068165,40.0625403521919,24.1915,21.10238,19.83845,18.93313,18.5277,3699,301,2,207,5.82339933626095e+18,GALAXY,0.5055902,5172,56071,891
73218,1.237661970651808e+18,192.122946660875,6.65989003092574,21.51805,20.2156,19.93449,19.95674,19.66498,3841,301,2,182,5.443958147470612e+18,QSO,2.529458,4835,56016,844
11291,1.2376785406273784e+18,355.307738874529,24.1942947630222,24.01689,23.61621,22.54794,21.47037,19.56568,7699,301,2,56,8.557034297613374e+18,STAR,-0.0001160787,7600,56984,709
51688,1.2376607653800837e+18,142.332321050725,37.0335255319492,19.18316,18.29665,18.00068,17.89526,17.90529,3560,301,5,235,5.152325875229022e+18,STAR,0.0003573437,4576,55592,756
81278,1.2376648176813343e+18,195.605090744616,36.0033840017681,20.37008,18.51257,17.63199,17.20625,16.85595,4504,301,1,229,2.2699212034372012e+18,GALAXY,0.08421097,2016,53799,389
32515,1.237670965927215e+18,151.092564290461,17.4454016909731,21.46552,20.44544,19.49404,19.0347,18.61016,5935,301,5,232,5.996816782937315e+18,GALAXY,0.2700641,5326,56002,996
90209,1.2376499195052032e+18,21.1010571272222,14.090949314178,19.32234,19.1452,19.44473,19.72151,19.98471,1035,301,3,102,5.787214679526103e+18,STAR,4.475263e-06,5140,55836,324
4239,1.237668336326214e+18,246.087420695276,12.3641235576259,24.86132,21.86012,20.20466,18.29203,17.23605,5323,301,3,121,2.8485669615986545e+18,STAR,-0.0002502508,2530,53881,146
98512,1.237657594070696e+18,114.699100201265,26.9822578756802,18.54478,16.97064,16.42581,16.30713,16.16138,2822,301,2,38,9.998032796867891e+17,STAR,0.0001133428,888,52339,15
10462,1.237678583039329e+18,27.9225767603834,22.2805215746817,24.05653,24.07821,22.22253,20.68168,19.79992,7709,301,1,43,8.594210434126731e+18,GALAXY,0.7638477,7633,56931,787
25705,1.2376794613642043e+18,23.538632111358,19.7044965560853,23.88414,23.04051,21.87235,21.44904,21.21227,7913,301,5,105,8.15851657698085e+18,GALAXY,0.4781398,7246,56625,894
6596,1.237658206115267e+18,160.908080703165,48.599766999349,22.82066,22.28072,21.41958,20.44548,19.6703,2964,301,6,217,8.320545841602648e+18,GALAXY,0.7333912,7390,57130,529
12232,1.2376794597489377e+18,12.0613281484241,19.2654345494393,20.1026,19.62119,19.48889,19.41584,19.25409,7913,301,2,34,6.979684249436969e+18,QSO,2.268385,6199,56220,839
91212,1.2376619701223427e+18,209.18008483914,5.68230138864032,19.08788,18.11169,17.67554,17.38429,17.19683,3841,301,1,295,9.638885569992067e+17,GALAXY,0.05183188,856,52339,430
3413,1.2376619760118664e+18,188.513499521216,7.81182419604966,20.88413,18.28274,16.75673,15.47172,14.77102,3842,301,4,50,6.082141907651418e+18,STAR,-4.571039e-05,5402,55927,111
14076,1.2376623373313644e+18,245.554515486486,28.8946635011584,21.3531,19.2675,17.71053,17.1319,16.76952,3926,301,5,132,1.584303120433834e+18,GALAXY,0.262835,1407,52886,589
75785,1.237662473152889e+18,233.340693677952,37.5133953496999,24.40207,21.90761,20.40624,19.14863,18.59726,3958,301,2,28,5.603699870198422e+18,GALAXY,0.6218482,4977,56047,349
67413,1.2376619717187996e+18,176.671473559623,7.62588950588936,19.15838,18.02385,18.09901,18.22922,18.32409,3841,301,4,79,3.654785254805316e+18,STAR,0.0004809425,3246,54939,415
80741,1.2376545999552517e+18,155.713729525981,3.25817677618833,25.78652,22.51677,20.81037,20.49745,20.193,2125,301,1,246,5.406627522577455e+18,QSO,3.611016,4802,55652,204
48881,1.2376613843894932e+18,162.928996750191,41.3286880597286,26.17405,22.78971,21.15444,19.94267,19.50781,3704,301,6,193,5.21070252186641e+18,GALAXY,0.6365665,4628,55646,137
98616,1.2376653309172777e+18,161.321826936891,30.7405741279907,18.10947,17.17278,16.89233,16.77881,16.72841,4623,301,5,36,1.179048306009259e+19,STAR,4.275496e-05,10472,58159,215
14219,1.2376786174203008e+18,5.64231619323573,1.42136803522561,21.02236,21.30271,20.99397,20.53569,19.87927,7717,301,1,367,1.0595904356951e+19,GALAXY,0.8743406,9411,58070,219
19570,1.237671125371323e+18,135.023770985847,12.3518169296257,21.74068,20.58842,20.21198,20.04597,20.01691,5972,301,6,132,2.7393329542568607e+18,QSO,1.682568,2433,53820,67
46036,1.2376786195555942e+18,337.73841326697,2.73518224573405,20.24098,18.27817,17.29348,16.65266,16.16656,7717,301,5,181,4.867441867615394e+18,STAR,-4.850309e-05,4323,55884,642
36909,1.2376613618418975e+18,223.112721432637,40.6757902730237,19.17865,17.71771,17.00586,16.61194,16.28776,3699,301,4,208,1.5729141080245143e+18,GALAXY,0.0911159,1397,53119,116
1875,1.2376619717262707e+18,193.916708409817,7.49270164405743,19.90784,18.6765,17.67792,17.27334,16.98253,3841,301,4,193,2.0176451402937403e+18,GALAXY,0.2176065,1792,54270,118
91494,1.2376529007744778e+18,60.63730896258,-5.58807824951018,20.0839,18.17478,17.37884,17.05888,16.88765,1729,301,4,485,8.166420140986226e+18,STAR,3.575089e-05,7253,56598,975
70697,1.2376619668873546e+18,167.040945652592,40.6951747031067,22.70954,21.61666,21.93933,21.7288,21.90373,3840,301,3,85,5.201741777078606e+18,GALAXY,0.06108456,4620,55652,306
52830,1.2376655478253164e+18,236.494357312237,16.7478762462477,21.97618,19.97544,18.24824,17.69015,17.37316,4674,301,1,222,2.83514028142942e+18,GALAXY,0.353808,2518,54243,452
80338,1.2376634631431132e+18,348.412939105406,1.07975673308142,25.96607,22.46089,20.75235,19.71143,19.09498,4188,301,6,32,4.825728314143693e+18,GALAXY,0.5602173,4286,55499,441
3518,1.2376517539948137e+18,144.527414058891,1.95319702995914,21.38659,20.63753,20.60007,20.55525,20.4228,1462,301,4,128,5.339020751742982e+18,QSO,2.460933,4742,55660,12
56348,1.237678598088098e+18,354.483093772728,3.22104570875054,23.10155,21.82137,21.5486,21.47466,20.95023,7712,301,5,293,4.821342087516805e+18,QSO,2.914213,4282,55507,868
81659,1.2376607632221153e+18,120.712993398937,22.0289720865709,26.49968,22.84342,20.29683,19.23206,18.72898,3560,301,1,75,5.03393788527302e+18,GALAXY,0.5352666,4471,55617,143
78007,1.237678859530405e+18,325.2727600517,9.94567068847203,25.23075,21.94453,20.26801,19.38236,19.1113,7773,301,4,82,4.6085439809297014e+18,GALAXY,0.5667366,4093,55475,857
73401,1.237658311329317e+18,179.939287114127,59.3115716496363,21.44888,20.38406,19.97017,19.77295,19.85031,2989,301,2,24,9.27422870974499e+18,STAR,-0.000483395,8237,58162,695
83563,1.2376557429500808e+18,236.204403242598,4.0111420717899,21.83931,19.43722,17.93228,16.82697,16.26492,2391,301,2,195,3.321461151644018e+18,STAR,-0.0001945183,2950,54559,205
39364,1.237660962401354e+18,134.834597268076,33.1271277208404,18.6304,16.80056,15.97874,15.57019,15.27817,3606,301,4,77,1.4311656162947502e+18,GALAXY,0.0860458,1271,52974,534
94035,1.2376805082591406e+18,348.530856246446,33.4628085992662,24.54252,23.64718,22.07427,21.0087,20.02543,8157,301,3,54,8.732541665796184e+18,GALAXY,0.5543268,7756,58392,225
68759,1.2376602403124677e+18,47.2584303203852,-0.21768574045102,20.95396,20.37098,20.42495,20.63455,20.89308,3438,301,3,115,2.3284000968210125e+18,STAR,-5.319269e-05,2068,53386,142
58185,1.2376503715511012e+18,169.506548283376,-1.71309244830213,23.86033,22.74412,20.36698,19.37506,18.63482,1140,301,5,111,4.249293945841146e+18,GALAXY,0.4579943,3774,55244,537
91056,1.2376582039690284e+18,165.759098971968,47.84923943281,22.9986,20.7888,19.14997,18.49115,18.0973,2964,301,2,236,7.535839773505903e+18,GALAXY,0.3831232,6693,56384,697
2541,1.237663789034373e+18,130.739608854436,62.6676853569587,19.82074,18.35644,17.53528,16.9927,16.75052,4264,301,5,194,2.1111643797423657e+18,GALAXY,0.1162731,1875,54453,371
57222,1.2376651280131039e+18,201.586851209259,33.5775820145933,24.14359,23.63424,21.96289,20.25989,19.20404,4576,301,3,540,1.1544993455647513e+19,STAR,-0.0001348606,10254,58514,57
35700,1.2376623362565084e+18,242.570153951616,29.8040210472196,23.00425,20.7353,18.99548,18.38826,18.04185,3926,301,3,115,5.639858129007304e+18,GALAXY,0.32892,5009,55707,820
13097,1.2376529431752215e+18,359.720635782616,14.8361911137593,22.44752,19.86712,18.30249,17.76839,17.41637,1739,301,3,301,6.9548377613557e+18,GALAXY,0.2483218,6177,56268,560
58511,1.237657628454618e+18,181.74650250736,51.6618310466978,24.87213,23.96129,22.23207,21.03055,19.96961,2830,301,2,407,9.260769024949901e+18,QSO,1.17966,8225,57375,881
13627,1.237671126981804e+18,181.352754652911,6.50276018312152,17.3233,17.41765,17.7738,18.04472,18.35538,5973,301,1,130,1.8273622637873992e+18,STAR,6.888497e-05,1623,53089,97
99933,1.2376591332889075e+18,235.536214873571,43.0489193072461,22.9436,23.19854,21.41678,20.3931,19.61388,3180,301,5,180,9.583879767083735e+18,GALAXY,0.5043421,8512,57903,799
74168,1.2376555034987075e+18,257.384566711831,33.4743668047893,20.23157,18.08875,17.12625,16.6849,16.34617,2335,301,4,89,1.0990042436432302e+18,GALAXY,0.1021928,976,52413,458
50143,1.2376551244816717e+18,205.744120273567,3.90348751088342,25.99195,22.37335,20.71631,19.73933,19.21789,2247,301,2,300,5.388586460894222e+18,GALAXY,0.5271667,4786,55651,107
90813,1.2376805297394158e+18,341.341852210844,27.6818087706585,20.10543,19.13313,18.76301,18.59815,18.55242,8162,301,3,137,7.086524623337313e+18,STAR,-0.0006556578,6294,56482,402
76696,1.23766622803126e+18,262.672795641644,26.6620405100719,23.17501,21.39839,21.22312,21.13792,21.33363,4832,301,4,77,5.634065901819288e+18,STAR,-4.058787e-05,5004,55711,228
18396,1.2376802634633713e+18,359.958118178944,-7.59305654081875,23.31026,22.07299,20.31146,19.36935,18.86989,8100,301,3,319,8.046860345690838e+18,GALAXY,0.4813049,7147,56574,195
58789,1.2376711269786583e+18,177.912790080973,0.272745558683789,23.54141,21.49399,21.11963,21.11713,20.97123,5973,301,1,82,4.3257515159210127e+18,STAR,0.0004755414,3842,55565,160
38639,1.237660962399716e+18,131.299823879211,30.9924537606909,23.09253,22.62445,20.74646,19.77514,19.23795,3606,301,4,52,5.837875504791968e+18,GALAXY,0.5152991,5185,55978,307
53372,1.2376529340360955e+18,324.064249300677,-8.33482366129171,22.6586,20.60199,18.95423,18.37815,18.08922,1737,301,2,113,7.21719743857322e+17,GALAXY,0.3140124,641,52176,65
50246,1.237660637061251e+18,135.030653928078,36.5077293790118,21.23984,20.96842,20.87765,20.75887,20.4367,3530,301,6,133,9.975532398501454e+18,QSO,1.452631,8860,57458,215
54649,1.2376609581075013e+18,122.785964297129,25.3826650443777,24.60716,21.54429,20.13957,19.33773,18.94972,3605,301,4,94,5.024963675578194e+18,GALAXY,0.50247,4463,55868,263
50259,1.237673808657515e+18,126.869063076414,21.429360851072,19.46832,18.06404,17.5569,17.35198,17.33169,6597,301,4,214,2.1697727285575288e+18,STAR,0.000136543,1927,53321,595
78741,1.23766076591571e+18,139.145516793837,35.8649730305611,26.39609,21.90382,20.15696,19.29812,18.76995,3560,301,6,216,5.228783995215698e+18,GALAXY,0.471513,4644,55922,381
39426,1.2376709653873958e+18,144.387276595709,15.6506870812765,25.95342,23.79712,21.53325,19.43215,17.62862,5935,301,4,187,5.984356017257077e+18,STAR,-1.020448e-05,5315,55978,720
5910,1.2376609613272192e+18,134.47970572273,31.8395037349804,22.48599,21.70065,21.90848,22.24887,21.38068,3606,301,2,71,5.836874680607464e+18,STAR,0.001185732,5184,56352,762
46468,1.2376709648462648e+18,134.73384370739,12.8639491479412,23.42272,21.87348,20.54111,19.68818,19.27839,5935,301,3,122,5.959634872276638e+18,GALAXY,0.554233,5293,55953,897
1240,1.237662341093327e+18,254.080178080692,18.5132716909125,20.63404,18.48429,17.43067,16.93875,16.56759,3927,301,4,191,1.7643352350188111e+18,GALAXY,0.08009279,1567,53172,182
5347,1.237667536391832e+18,138.854017817571,16.7624401285915,21.72343,21.18606,19.16063,18.27702,17.83927,5137,301,1,171,2.746136182034295e+18,GALAXY,0.5003055,2439,53795,241
29347,1.237661361296966e+18,198.843502787479,46.2678386222186,19.44886,17.30294,16.26596,15.82359,15.54311,3699,301,3,85,1.6449934164607895e+18,STAR,-7.72546e-05,1461,53062,195
56250,1.23765149683522e+18,126.342322444334,52.7913136419682,23.17099,21.30605,20.81756,21.08107,20.22079,1402,301,5,152,8.220451519247702e+18,STAR,-7.30436e-05,7301,56746,932
19643,1.237655108362044e+18,129.044052837739,44.2991594873106,23.63291,21.2573,19.51236,18.92624,18.59422,2243,301,4,94,9.322641012877971e+18,GALAXY,0.3078025,8280,57061,690
74599,1.2376621956055695e+18,201.406262500666,42.1586717816717,21.26688,20.82165,20.81165,20.676,20.39766,3893,301,5,256,7.455817042039691e+18,QSO,2.209525,6622,56365,392
39281,1.2376634792559252e+18,326.752448647699,0.0574429217280125,21.22382,19.50962,18.45359,17.95763,17.69178,4192,301,4,134,1.6585473685906e+18,GALAXY,0.2090566,1473,52908,352
71965,1.237680276869416e+18,357.201883883222,27.4247149676977,22.66667,23.45988,21.72117,20.62501,19.79262,8103,301,4,79,8.666228456533809e+18,QSO,0.9446808,7697,57574,643
96237,1.237664846121468e+18,197.833415972032,37.9082637300554,21.37023,21.02869,20.77705,20.63441,20.59589,4510,301,6,15,9.951962174246375e+18,QSO,1.106455,8839,57846,483
8636,1.2376613623724777e+18,204.847128283411,46.3123158589992,25.63359,23.22275,21.96114,20.6933,19.87667,3699,301,5,112,8.364475722635696e+18,GALAXY,0.8365012,7429,56740,601
4101,1.2376651269181279e+18,145.256812992887,26.9508228734789,19.98323,18.0456,17.03604,16.59224,16.23916,4576,301,1,216,2.58632326549238e+18,GALAXY,0.1093684,2297,53738,477
40300,1.237662336255591e+18,240.613183514817,31.1403766623566,24.38805,22.43166,20.85528,19.78795,19.22946,3926,301,3,101,5.641017289828751e+18,GALAXY,0.5294337,5010,55748,941
81917,1.2376802774068104e+18,358.568047717582,27.9604368641216,18.40756,16.89662,16.04628,15.60808,15.27734,8103,301,5,87,7.330833084345244e+18,GALAXY,0.1205606,6511,56540,359
70477,1.2376663381150927e+18,16.2365313060388,-0.906047016418455,19.37019,17.55638,16.88517,16.55167,16.39318,4858,301,1,463,4.458921277050327e+17,GALAXY,0.01677198,396,51816,130
47880,1.2376576279134863e+18,166.776088157949,49.8545178024846,19.3151,17.62787,16.85705,16.48893,16.21439,2830,301,1,342,9.874178311905874e+17,GALAXY,0.04647607,877,52353,13
56511,1.2376576112624271e+18,164.813083123822,55.3786450712632,19.52274,19.25198,19.16196,18.88745,19.00226,2826,301,2,219,1.0212236909116396e+18,QSO,1.58063,907,52373,118
87384,1.237680277405369e+18,354.772191061957,27.6419252881031,24.22425,24.91202,23.26162,21.35869,20.04611,8103,301,5,65,8.669436289123374e+18,GALAXY,0.820698,7700,58016,25
2812,1.2376515397858757e+18,184.018232086087,68.1580040406032,22.55928,21.22209,19.33394,18.71616,18.43009,1412,301,5,167,7.843228596122704e+18,GALAXY,0.3587018,6966,56748,763
84648,1.2376556930144668e+18,223.302644930219,-1.44821414089846,20.94476,18.92674,17.78977,17.33109,16.94203,2379,301,5,94,1.0370709521202156e+18,GALAXY,0.1493765,921,52380,426
15726,1.237654949985583e+18,235.576485106202,57.7718923815469,21.80456,21.2996,20.99011,20.41393,20.07119,2206,301,5,101,9.485936651090024e+18,GALAXY,0.9987064,8425,58226,836
55601,1.2376511908116567e+18,113.892482366478,34.2146378082163,19.64576,19.49953,19.32038,19.42502,19.32488,1331,301,3,43,1.0543145659657376e+19,QSO,0.9721544,9364,57699,796
71329,1.2376637831276137e+18,9.08764429265941,-0.702271215408125,22.40269,19.67402,18.33735,17.09584,16.44858,4263,301,2,176,1.26554782806366e+18,STAR,-3.329767e-05,1124,52914,132
35579,1.2376609575675494e+18,117.207192669209,20.4914758650365,18.67889,18.30097,18.29185,18.33448,18.51195,3605,301,3,47,1.24772449006044e+19,STAR,-0.0001237091,11082,58508,80
89861,1.23767885794404e+18,21.72625391778,11.0037659372589,23.75818,21.9815,21.50826,21.75105,21.99557,7773,301,1,452,5.256841881162373e+18,QSO,0.8786358,4669,55831,55
91954,1.2376802650755569e+18,3.59506067803251,-6.39735988909218,23.63867,21.62809,20.24726,19.41996,19.02436,8100,301,6,343,8.049310607672106e+18,GALAXY,0.3954322,7149,56593,917
21871,1.2376785975396275e+18,328.093533895075,2.32158057506212,20.59248,20.44299,20.45638,20.17366,19.83505,7712,301,4,116,1.031904705383e+19,QSO,1.989516,9165,58048,634
51234,1.2376802473458404e+18,346.718959019308,19.7746635307055,20.04841,19.94447,19.80667,19.72047,19.48434,8096,301,5,145,8.569398580108089e+18,QSO,1.422748,7611,56946,634
41504,1.237678859016143e+18,17.9796483010821,12.139501424775,21.40908,20.85172,20.62561,20.5344,20.16195,7773,301,3,427,5.254753084568264e+18,QSO,2.406856,4667,55868,648
76307,1.2376613865447757e+18,248.325717806163,34.4524142753014,22.37974,21.48384,20.92104,20.64313,20.66922,3705,301,2,312,1.228357636847071e+19,GALAXY,0.2859456,10910,58254,30
66559,1.2376613623708388e+18,199.598059771448,47.1413790743169,19.19489,19.08889,18.9024,18.9268,19.00049,3699,301,5,87,1.645081102513105e+18,QSO,1.152373,1461,53062,514
47725,1.2376788906683927e+18,25.848198518174,-1.41456818031585,19.53522,18.65174,17.9333,17.69419,17.10088,7780,301,6,74,8.831697524878498e+18,QSO,0.36738,7844,56982,504
68757,1.2376672276825375e+18,25.1384512931987,6.32380631696505,22.234,21.22153,20.88083,20.97467,20.36034,5065,301,2,41,1.2464862199327e+19,QSO,2.588988,11071,58429,88
